word;etymology;related
vatan;"<p> <b>Arapça</b> <i>wṭn</i> kökünden gelen <i>waṭan</i> وَطَن <span style=""visibility:hidden;font-size:0px"">z</span> ""kişinin doğduğu veya yaşadığı yer, yurt, konut"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>waṭana</i> وَطَنَ <span style=""visibility:hidden;font-size:0px"">z</span> ""ikamet etti, konakladı"" fiili ile eş kökenlidir. </p>";
ücret;"<p> <b>Arapça</b> <i>Acr</i> kökünden gelen <i>ucra(t)</i> اوجرة <span style=""visibility:hidden;font-size:0px"">z</span> ""emeğin karşılığı"" sözcüğünden alıntıdır. </p>";
diyapazon;"<p> <b>Fransızca </b> <i>diapason</i> ""1. bir çalgının seslendirebileceği tüm tınıların dizisi, 2. tını kontrol aracı"" sözcüğünden alıntıdır. Fransızca sözcük <b>Eski Yunanca</b> <i>dia pasōn χordōn</i> δια πασων (χορδων) <span style=""visibility:hidden;font-size:0px"">z</span> ""baştan başa tüm perdeler"" deyiminden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>pâs, pan</i> πᾶς, παν(τ)- <span style=""visibility:hidden;font-size:0px"">z</span> ""tüm"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=dia%2B"">dia+</a> önekiyle türetilmiştir.</p>";
kotlet;"<p> <b>Fransızca </b> <i>côtelette</i> ""pirzola"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>côte</i> ""kaburga"" sözcüğünün küçültme halidir. </p>";
kotan;"<p> <b>Ermenice</b> <i>kotan</i> գոթան <span style=""visibility:hidden;font-size:0px"">z</span> ""ağır pulluk"" sözcüğü ile eş kökenlidir. </p>";
egzoz;"<p> <b>İngilizce </b> <i>exhaust</i> ""1. boşalma, boşaltma, 2. motorlu taşıtlarda gaz boşaltma işlemi ve bu işi yapan boru"" sözcüğünden alıntıdır. İngilizce sözcük <b>Latince</b> <i>exhaurire, exhaust-</i> ""suyunu akıtıp boşaltmak, tüketmek"" fiilinden türetilmiştir. Bu sözcük <b>Latince</b> <i>haurire, haust-</i> ""suyunu boşaltmak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=e%28x%29%2B"">e(x)+</a> önekiyle türetilmiştir. Latince fiil <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*aus-<sup>3</sup></i> ""boşaltmak"" biçiminden evrilmiştir. </p>";
dribling;"<p> <b>İngilizce </b> <i>dribbling</i> ""1. damlayarak akma, 2. basketbol terimi"" sözcüğünden alıntıdır. İngilizce sözcük <b>İngilizce </b> <i>dribble</i> ""damla (ad), damlamak (fiil)"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bing"">+ing</a> ekiyle türetilmiştir. Bu sözcük ses yansımalı sözcüğünden türetilmiştir. </p>";
ticaret;"<p> <b>Arapça</b> <i>tcr</i> kökünden gelen <i>ticāra(t)</i> تجارة <span style=""visibility:hidden;font-size:0px"">z</span> ""tüccarlık, alışveriş"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>tācir</i> تاجر <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fi%CB%81%C4%81la%28t%29"">fiˁāla(t)</a> vezninde masdarıdır. </p>";
hızma;"<p> <b>Kürtçe (Kurmanci)</b> <i>xizêm</i> ""burun takısı"" sözcüğü ile eş kökenlidir. Kürtçe sözcük <b>Arapça</b> <i>χzm</i> kökünden gelen <i>χizām </i>veya<i> χizāma(t)</i> خزام/خزامة <span style=""visibility:hidden;font-size:0px"">z</span> ""develere takılan burun halkası"" sözcüğünden alıntıdır. Bu sözcük <b>Arapça</b> <i>χazama</i> خزم <span style=""visibility:hidden;font-size:0px"">z</span> ""ipe boncuk dizdi, devenin burnunu delerek halka geçirdi"" fiilinden türetilmiştir. </p>";
begüm;"<p> <b>Çağatayca ve Tatarca</b> <i>begüm</i> ""soylu kadınlara hitap şekli [1ci tekil kişi iyelik ekiyle]"" sözcüğünden alıntıdır. Çağatayca sözcük <b>Eski Türkçe</b> <i>beg</i> ""bey"" sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BUm"">+Um</a> ekiyle türetilmiştir.</p>";
culuk;"<p> <b>Eski Türkçe</b> <i>çulık</i> ""orta boy bir kuş, çulluk"" sözcüğü ile eş kökenlidir. </p>";
epidemi;"<p> <b>Fransızca </b> <i>épidémie</i> ""salgın hastalık"" sözcüğünden alıntıdır. Fransızca sözcük <b>Eski Yunanca</b> <i>epidēmía</i> επιδημία <span style=""visibility:hidden;font-size:0px"">z</span> ""halk arasında (yayılan) şey, salgın"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>dêmos</i> δῆμος <span style=""visibility:hidden;font-size:0px"">z</span> ""halk"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=epi%2B"">epi+</a> önekiyle türetilmiştir.</p>";
vole;"<p> <b>Fransızca </b> <i>volée</i> ""uçuş"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>voler</i> ""uçmak"" sözcüğünün geçmiş zaman fiil-sıfatı dişilidir. </p>";
zerk;"<p> <b>Arapça</b> <i>zrḳ</i> kökünden gelen <i>zarḳ</i> زرق <span style=""visibility:hidden;font-size:0px"">z</span> ""... mızrak saplama"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>zaraḳa</i> زرق <span style=""visibility:hidden;font-size:0px"">z</span> ""1. azrak gözlü idi, gözünü belertti, kör idi, 2. mızrak sapladı"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81l"">faˁl</a> vezninde masdarıdır. </p>";
drom(o)+;"<p>Aynı HAvr kökten <b>Germence</b> <i>*tredan/trepan/trempan</i> ""adım atmak, ayak basmak"". • Modern Yunancada <i>drómos</i> sözcüğü “cadde” anlamını kazanmıştır.</p>";
kıstak;"<p> <b>Türkiye Türkçesi</b> <i>kısta-</i> ""daraltmak, sıkmak"" fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BUk"">+Uk</a> ekiyle türetilmiştir. Türkçe fiil <b>Türkiye Türkçesi</b> <i>kısıt</i> sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2B%28g%29A-"">+(g)A-</a> ekiyle türetilmi olabilir; ancak bu kesin değildir. </p>";
hış;"<p> ""gevrek şey sesi, kuru yaprak sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
bukle;"<p> <b>Fransızca </b> <i>bouclé</i> ""tokalı, halkalı"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>boucle</i> ""toka"" sözcüğünün geçmiş zaman fiil-sıfatııdır. Bu sözcük <b>Latince</b> <i>buccula</i> ""miğferin çene kayışı"" sözcüğünden evrilmiştir. Latince sözcük <b>Latince</b> <i>bucca</i> ""ağız"" sözcüğünün küçültme halidir. </p>";
berbat;"<p> <b>Farsça</b> <i>bar bād dādan</i> برباد دادن <span style=""visibility:hidden;font-size:0px"">z</span> ""rüzgâra savurmak, yok etmek"" deyiminden alıntıdır. Farsça deyim <b>Farsça</b> <i>bād</i> باد <span style=""visibility:hidden;font-size:0px"">z</span> ""rüzgâr"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=bar%2B"">bar+</a> önekiyle türetilmiştir.</p>";
adap;"<p> <b>Arapça</b> <i>Adb</i> kökünden gelen <i>ādāb</i> آداب <span style=""visibility:hidden;font-size:0px"">z</span> ""görgü kuralları"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>adab</i> أَدَب <span style=""visibility:hidden;font-size:0px"">z</span> ""görgü, terbiye"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=af%CB%81%C4%81l"">afˁāl</a> vezninde çoğuludur. </p>";
diyagnoz;"<p> <b>Fransızca </b> <i>diagnose</i> ""teşhis"" sözcüğünden alıntıdır. Fransızca sözcük <b>Eski Yunanca</b> <i>diágnōsis</i> διάγνωσις <span style=""visibility:hidden;font-size:0px"">z</span> ""ayırdetme, anlama, teşhis"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>diagignōskō</i> διαγιγνώσκω <span style=""visibility:hidden;font-size:0px"">z</span> ""ayırdetmek, farketmek, teşhis etmek"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bsis"">+sis</a> ekiyle türetilmiştir. Yunanca fiil <b>Eski Yunanca</b> <i>gignōskō, gnō-</i> γιγνώσκω, γνω- <span style=""visibility:hidden;font-size:0px"">z</span> ""bilmek, anlamak, yargılamak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=dia%2B"">dia+</a> önekiyle türetilmiştir.</p>";
emir;"<p> <b>Arapça</b> <i>Amr</i> kökünden gelen <i>amr</i> أمر <span style=""visibility:hidden;font-size:0px"">z</span> ""1. buyruk, emir, 2. söz konusu olan şey, konu, iş, maslahat"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>amara</i> أمر <span style=""visibility:hidden;font-size:0px"">z</span> ""buyurdu, emretti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81l"">faˁl</a> vezninde masdarıdır. Bu sözcük <b>İbranice ve Aramice/Süryanice</b> <i>āmar</i> אמר <span style=""visibility:hidden;font-size:0px"">z</span> ""söylemek, buyurmak"" fiili ile eş kökenlidir. </p>";
aforizm;"<p> <b>Fransızca </b> <i>aphorisme</i> ""vecize, güzel ve özlü söz"" sözcüğünden alıntıdır. Fransızca sözcük <b>Eski Yunanca</b> <i>aphorismós</i> αφορισμός <span style=""visibility:hidden;font-size:0px"">z</span> ""tanımlama"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>aphorízō</i> αφορίζω <span style=""visibility:hidden;font-size:0px"">z</span> ""1. sınırlamak, belirlemek, tanımlamak, 2. sürgün etmek, dışlamak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bism%C2%B0"">+ism°</a> ekiyle türetilmiştir. Yunanca fiil <b>Eski Yunanca</b> <i>ʰóros</i> ὅρος <span style=""visibility:hidden;font-size:0px"">z</span> ""sınır, hudut"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=apo%2B"">apo+</a> önekiyle türetilmiştir.</p>";
kerahat;"<p> <b>Arapça</b> <i>krh</i> kökünden gelen <i>karāha(t)</i> كَراهة <span style=""visibility:hidden;font-size:0px"">z</span> ""1. kerhen yapma, ikrah etme, 2. İslam dinine göre yasak olmadığı halde kaçınılması gereken şey, namaz kılmanın caiz olmadığı zaman, özellikle gün doğumu ve gün batımı"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>kariha</i> كَرِهَ <span style=""visibility:hidden;font-size:0px"">z</span> ""iğrendi, nefret etti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81%C4%81la%28t%29"">faˁāla(t)</a> vezninde masdarıdır. </p>";
aktar|mak;"<p> <b>Eski Türkçe</b> <i>aġtar-</i> ""devirmek, altını üstüne çevirmek"" fiilinden evrilmiştir. Eski Türkçe fiil <b>Eski Türkçe</b> <i>aġ-</i> ""yukarı kalkmak"" fiilinden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BtAr-"">+tAr-</a> ekiyle türetilmiştir.</p>";
insülin;"<p> <b>Fransızca ve İngilizce </b> <i>insuline</i> ""pankreasta Langerhans adacıkları tarafından salgılanan hormon"" sözcüğünden alıntıdır. (İlk kullanımı: <u>1909 De Meyer, Fr. tabip.</u>) Fransızca sözcük <b>Latince</b> <i>insula</i> ""ada"" sözcüğünden türetilmiştir. </p>";
kapiş;"<p> <b>İtalyanca</b> <i>capisci?</i> ""anladın mı?"" sözcüğünden alıntıdır. İtalyanca sözcük <b>İtalyanca</b> <i>capere</i> ""anlamak"" fiilinden türetilmiştir. Bu sözcük <b>Latince</b> <i>capere</i> ""almak, tutmak"" fiilinden evrilmiştir. </p>";
yunt;"<p> <b>Eski Türkçe</b> <i>yunt</i> ""at"" sözcüğünden evrilmiştir. </p>";
yesari;"<p> <b>Arapça</b> <i>ysr</i> kökünden gelen <i>yasārī</i> يَسَارِى <span style=""visibility:hidden;font-size:0px"">z</span> ""solak"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>yasār</i> يسار <span style=""visibility:hidden;font-size:0px"">z</span> ""1. talihli, kolay, 2. sol"" sözcüğünün nisbet halidir. Bu sözcük <b>Arapça</b> <i>yasara</i> يَسَرَ <span style=""visibility:hidden;font-size:0px"">z</span> ""rast geldi, kolay idi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81%C4%81l"">faˁāl</a> vezninde masdarıdır. </p>";
halka;"<p> <b>Arapça</b> <i>ḥlḳ</i> kökünden gelen <i>ḥalḳa(t)</i> حلقة <span style=""visibility:hidden;font-size:0px"">z</span> ""yüzük, halka, zincir baklası"" sözcüğünden alıntıdır. </p>";
deprem;"<p> <b>Türkiye Türkçesi</b> <i>depre-</i> fiilinden Yeni Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=y&amp;ww=%2BIm"">+Im</a> ekiyle türetilmiştir.</p>";
boraks;"<p> <b>Fransızca ve İngilizce </b> <i>borax</i> ""bir mineral, sodyum borat"" sözcüğünden alıntıdır. Fransızca sözcük <b>Geç Latince</b> aynı anlama gelen <i>borach </i>veya<i> borac</i> sözcüğünden alıntıdır. Bu sözcük <b>Arapça</b> <i>brḳ</i> kökünden gelen <i>būraḳ</i> بورق <span style=""visibility:hidden;font-size:0px"">z</span> ""1. kıvılcım, 2. güherçile (potasyum nitrat)"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>baraḳa</i> ""kıvılcımlandı, şimşek çaktı"" fiilinden türetilmiştir. </p>";
terminatör;"<p> <b>İngilizce </b> <i>terminator</i> ""1. sona erdiren, 2. öldüren, kökünü kazıyan, 3. 1984 tarihli James Cameron filminin kahramanı"" sözcüğünden alıntıdır. İngilizce sözcük <b>İngilizce </b> <i>terminate</i> ""1. sona erdirmek, sınır koymak, 2. öldürmek"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%28%29tor"">+()tor</a> ekiyle türetilmiştir. Bu sözcük <b>Latince</b> <i>terminus</i> ""sınır"" sözcüğünden türetilmiştir. </p>";
bay;"<p> <b>Eski Türkçe</b> <i>bay</i> ""zengin, soylu"" fiilinden evrilmiştir. </p>";
hamak;"<p> <b>Fransızca </b> <i>hamac</i> ""iki ağaç arasına gerilen salıncaklı yatak"" sözcüğünden alıntıdır. Fransızca sözcük <b>İspanyolca </b> aynı anlama gelen <i>hamaca </i>veya<i> hamaque</i> sözcüğünden alıntıdır. (İlk kullanımı: <u>1526 Gonzalo Fernández de Oviedo, İsp. tarihçi.</u>) Bu sözcük <b>G. Amerika dillerinden Taino dilinde</b> aynı anlama gelen <i>hamaka</i> sözcüğünden alıntıdır. </p>";
antrepo;"<p> <b>Fransızca </b> <i>entrepôt</i> ""ihraç ve ithal mallarının geçici olarak depolandığı yer, transit deposu"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>entreposer</i> ""içeri koymak, depolamak"" fiilinden türetilmiştir. Bu sözcük <b>Fransızca </b> <i>poser</i> ""koymak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=inter%2B"">inter+</a> önekiyle türetilmiştir.</p>";
dilaver;"<p> <b>Farsça</b> <i>dil-āvar</i> دلاور <span style=""visibility:hidden;font-size:0px"">z</span> ""yürekli, cesur"" sözcüğünden alıntıdır. </p>";
kaşalot;"<p> <b>Fransızca </b> <i>cachalot</i> ""kocabaş balina, physeter macrocephalus"" sözcüğünden alıntıdır. Fransızca sözcük <b>İspanyolca ve Portekizce </b> aynı anlama gelen <i>cacholote</i> sözcüğünden alıntıdır. Bu sözcük <b>Portekizce </b> <i>cachola</i> ""kocabaş"" sözcüğünden türetilmiştir. </p>";
ishal;"<p> <b>Arapça</b> <i>shl</i> kökünden gelen <i>ishāl</i> إسهال <span style=""visibility:hidden;font-size:0px"">z</span> ""1. yumuşatma, gevşetme, kolaylama, 2. bağırsakları gevşetme"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>sahala</i> سَهَلَ <span style=""visibility:hidden;font-size:0px"">z</span> ""yumuşadı, gevşedi, akıcı hale geldi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=if%CB%81%C4%81l"">ifˁāl</a> vezninde (IV) masdarıdır. </p>";
enosis;"<p> <b>Yeni Yunanca</b> <i>enōsis</i> ενώσις <span style=""visibility:hidden;font-size:0px"">z</span> ""birlik, birleşme"" sözcüğünden alıntıdır. Yunanca sözcük <b>Yeni Yunanca</b> <i>éna</i> ένα <span style=""visibility:hidden;font-size:0px"">z</span> ""bir"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bsis"">+sis</a> ekiyle türetilmiştir. Bu sözcük <b>Eski Yunanca</b> aynı anlama gelen <i>eîs, ʰén</i> sözcüğünden evrilmiştir. Yunanca sözcük <b>Hintavrupa Anadilinde</b> aynı anlama gelen yazılı örneği bulunmayan <i>*oi-no-</i> biçiminden evrilmiştir. </p>";
takdis;"<p> <b>Arapça</b> <i>ḳds</i> kökünden gelen <i>taḳdīs</i> تقديس <span style=""visibility:hidden;font-size:0px"">z</span> ""kutsama"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ḳadusa</i> قدس <span style=""visibility:hidden;font-size:0px"">z</span> ""kutsal ve aziz idi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=taf%CB%81%C4%ABl"">tafˁīl</a> vezninde (II) masdarıdır. </p>";
blok;"<p> <b>Fransızca </b> <i>bloc</i> ""kütle, yığın, kütük, tıkaç (ad)"" veya <b>İngilizce </b> <i>block</i> ""kütle, yığın (ad); tıkamak, yasaklamak (fiil)"" sözcüğünden alıntıdır. (NOT: Bu sözcük <b>Eski Yüksek Almanca</b> <i>bloh</i> ""ağaç kütüğü, tomruk"" sözcüğü ile eş kökenlidir. ) Almanca sözcük <b>Germence</b> bir sözcükten alıntı olabilir; ancak bu kesin değildir. </p>";
üni+;"<p>Aynı HAvr kökten <b>Eski Yunanca</b> <i>ʰén-,</i> <b>İngilizce </b> <i>one,</i> <b>Almanca </b> <i>Eins</i> ""bir"".</p>";
yapıt;"<p> <b>Türkiye Türkçesi</b> <i>yap-</i> fiilinden Yeni Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=y&amp;ww=%2BUt"">+Ut</a> ekiyle türetilmiştir.</p>";
kaz;"<p> <b>Eski Türkçe</b> <i>kāz</i> ""yabani ve evcil bir kuş, kaz"" sözcüğünden evrilmiştir. Eski Türkçe sözcük <b>Hintavrupa Anadilinde</b> aynı anlama gelen yazılı örneği bulunmayan <i>*ghans-</i> sözcüğü ile eş kökenli olabilir; ancak bu kesin değildir. </p>";
şube;"<p> <b>Arapça</b> <i>şˁb</i> kökünden gelen <i>şuˁba(t)</i> شعبة <span style=""visibility:hidden;font-size:0px"">z</span> ""1. dal, 2. bölüm, kısım, departman, bir gövdenin bölündüğü kısımlar"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>şaˁaba</i> شعب <span style=""visibility:hidden;font-size:0px"">z</span> ""dağıldı, yayıldı"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fu%CB%81la%28t%29"">fuˁla(t)</a> vezninde ismi merresidir. </p>";
cambaz;"<p> <b>Farsça</b> <i>cān-bāz</i> جانباز <span style=""visibility:hidden;font-size:0px"">z</span> ""canıyla oynayan, akrobat"" sözcüğünden alıntıdır. Farsça sözcük <b>Farsça</b> <i>cān</i> جان <span style=""visibility:hidden;font-size:0px"">z</span> ""can"" ve <b>Farsça</b> <i>bāz</i> باز <span style=""visibility:hidden;font-size:0px"">z</span> ""oynayan"" sözcüklerinin bileşiğidir. </p>";
dünya;"<p> <b>Arapça</b> <i>dnw</i> kökünden gelen <i>dunyāˀ</i> دُنْياء <span style=""visibility:hidden;font-size:0px"">z</span> ""yeryüzü"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>adnā</i> أدنَى <span style=""visibility:hidden;font-size:0px"">z</span> ""daha aşağıda veya beride olan"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fu%CB%81l%C4%81%CB%80"">fuˁlāˀ</a> vezninde sıfat dişilidir. Bu sözcük <b>Arapça</b> <i>danī</i> ""aşağı, beride"" sözcüğünün kıyas halidir. </p>";
ebat;"<p> <b>Arapça</b> <i>bˁd</i> kökünden gelen <i>abˁād</i> أبعاد <span style=""visibility:hidden;font-size:0px"">z</span> ""mesafeler"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>buˁd</i> بعد <span style=""visibility:hidden;font-size:0px"">z</span> ""mesafe"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=af%CB%81%C4%81l"">afˁāl</a> vezninde çoğuludur. </p>";
folyo;"<p> <b>İngilizce </b> <i>folio</i> ""1. kâğıt tabakası, 2. bir tabaka kâğıdın ikiye bölünmesiyle elde edilen kitap boyutu"" sözcüğünden alıntıdır. İngilizce sözcük <b>İtalyanca</b> <i>folio</i> ""yaprak, varak"" sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>folium</i> ""yaprak"" sözcüğünden evrilmiştir. </p>";
çiroz;"<p> <b>Yeni Yunanca</b> <i>tsíros</i> τζύρος/τζήρος <span style=""visibility:hidden;font-size:0px"">z</span> ""yağ veya salamura küpü"" sözcüğünden alıntıdır. (Kaynak: <u><span style=""cursor:pointer"" title=""Lugduni 1688"">Du Cange, Glossarium Mediae et Infimae Graecitatis sf.</span> 2:1569, 1576</u>) Yunanca sözcük <b>İtalyanca</b> aynı anlama gelen <i>ziro</i> sözcüğü ile eş kökenlidir. </p>";
demode;"<p> <b>Fransızca </b> <i>démodé</i> ""modası geçmiş"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>mode</i> ""moda"" sözcüğünün geçmiş zaman fiil-sıfatııdır. </p>";
videla;"<p> <b>İspanyolca </b> <i>videla</i> ""dana"" sözcüğünden alıntıdır. İspanyolca sözcük <b>Latince</b> <i>vitellus</i> ""danacık"" sözcüğünden evrilmiştir. Bu sözcük <b>Latince</b> <i>vitulus</i> ""bir yaşına gelmiş sığır, dana"" sözcüğünün küçültme halidir. Latince sözcük <b>Latince</b> <i>vetus</i> ""yaş"" sözcüğü ile eş kökenlidir. </p>";
kuver;"<p> <b>Fransızca </b> <i>couvert</i> ""örtü, özellikle sofra örtüsü, sofra takımı"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>couvrir</i> ""örtmek"" fiilinden türetilmiştir. Bu sözcük <b>Latince</b> aynı anlama gelen <i>cooperire</i> fiilinden evrilmiştir. </p>";
katmer;<p> <b>Türkiye Türkçesi</b> <i>kat-</i> ve <b></b> <i>?</i> sözcüklerinin bileşiğidir. </p>;
fit;"<p> <b>İngilizce </b> <i>fit</i> ""1. uyum, uyma (isim), 2. uygun, bedenen zinde (sıfat)"" sözcüğünden alıntıdır. </p>";
hasır;"<p> <b>Arapça</b> <i>ḥṣr</i> kökünden gelen <i>ḥaṣīr</i> حصير <span style=""visibility:hidden;font-size:0px"">z</span> ""1. bataklık kamışı, 2. kamıştan örme yaygı"" sözcüğünden alıntıdır. Arapça sözcük <b>Aramice/Süryanice</b> <i>ḥṣr</i> kökünden gelen <i>ḥāṣīr</i> חָצִיר <span style=""visibility:hidden;font-size:0px"">z</span> ""bataklık kamışı, pırasa"" sözcüğü ile eş kökenlidir. </p>";
tarassut;"<p> <b>Arapça</b> <i>rṣd</i> kökünden gelen <i>taraṣṣud</i> ترصّد <span style=""visibility:hidden;font-size:0px"">z</span> ""gözleme, gözetleme"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>raṣada</i> رصد <span style=""visibility:hidden;font-size:0px"">z</span> ""gözetledi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=tafa%CB%81%CB%81ul"">tafaˁˁul</a> vezninde (V) masdarıdır. </p>";
asetat;"<p> <b>Fransızca </b> <i>acétate</i> veya <b>İngilizce </b> <i>acetate</i> ""1. asetik asit tuzlarının genel adı, 2. selüloz asetat bazlı bir tür şeffaf polimer"" sözcüğünden alıntıdır. </p>";
acar;"<p> <b>Arapça</b> <i>ˁcr</i> kökünden gelen <i>aˁcar</i> أعجَر <span style=""visibility:hidden;font-size:0px"">z</span> ""kaba, şişman, iri, güçlü"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁacara</i> عَجَرَ <span style=""visibility:hidden;font-size:0px"">z</span> ""kabardı, şişti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=af%CB%81al"">afˁal</a> vezninde sıfatıdır. </p>";
islamofobi;"<p> <b>İngilizce </b> <i>islamophobia</i> ""patolojik İslam korkusu veya düşmanlığı"" sözcüğünden alıntıdır. </p>";
astronot;"<p> <b>İngilizce </b> <i>astronaut</i> ""uzay yolcusu"" sözcüğünden alıntıdır. İngilizce sözcük <b>Eski Yunanca</b> <i>astḗr </i>veya<i> ástron</i> αστήρ, αστρο- <span style=""visibility:hidden;font-size:0px"">z</span> ""yıldız"" ve <b>Eski Yunanca</b> <i>naútēs</i> ναύτης <span style=""visibility:hidden;font-size:0px"">z</span> ""gemici, denizci"" sözcüklerinin bileşiğidir. </p>";
sterlin;"<p> <b>İngilizce </b> <i>sterling</i> ""11. yy'dan itibaren kullanılan gümüş para birimi"" sözcüğünden alıntıdır. İngilizce sözcük <b>Eski İngilizce </b> <i>steorling</i> ""yıldızcık, küçük yıldız"" sözcüğünden evrilmiştir. Bu sözcük <b>Eski İngilizce </b> <i>steorra</i> ""yıldız"" sözcüğünden türetilmiştir. </p>";
umre;"<p> <b>Arapça</b> <i>ˁmr</i> kökünden gelen <i>ˁumra(t)</i> عمرة <span style=""visibility:hidden;font-size:0px"">z</span> ""dostluk amacıyla birini ziyaret etme, hac mevsimi dışında yapılan Kâbe ziyareti"" sözcüğünden alıntıdır. </p>";
havan;"<p> <b>Farsça ve Orta Farsça</b> <i>hāvan</i> هاون <span style=""visibility:hidden;font-size:0px"">z</span> ""öğütme kabı"" sözcüğünden alıntıdır. Farsça sözcük <b>Avesta (Zend) dilinde</b> aynı anlama gelen <i>hāvana-</i> sözcüğü ile eş kökenlidir. </p>";
ak;"<p> <b>Eski Türkçe</b> <i>āk</i> ""beyaz, özellikle at rengi"" sözcüğünden evrilmiştir. </p>";
